Statistic,Week,Age Group,Sex,UNIT,VALUE,first_Monday,first_Monday_date
Persons in receipt of the Pandemic Unemployment Payment,2020W33,All ages,Female,Number,112333.0,2020W33-1,2020-08-17
Persons in receipt of the Pandemic Unemployment Payment,2020W34,Under 20 years,Both sexes,Number,9487.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,Under 20 years,Male,Number,4721.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,Under 20 years,Female,Number,4766.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,20 - 24 years,Both sexes,Number,38017.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,20 - 24 years,Male,Number,19656.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,20 - 24 years,Female,Number,18361.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,25 - 34 years,Both sexes,Number,52572.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,25 - 34 years,Male,Number,27250.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,25 - 34 years,Female,Number,25322.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,35 - 44 years,Both sexes,Number,51783.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,35 - 44 years,Male,Number,25362.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,35 - 44 years,Female,Number,26421.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,45 - 54 years,Both sexes,Number,44039.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,45 - 54 years,Male,Number,23012.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,45 - 54 years,Female,Number,21027.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,55 - 59 years,Both sexes,Number,18500.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,55 - 59 years,Male,Number,10419.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,55 - 59 years,Female,Number,8081.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,60 years and over,Both sexes,Number,17700.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,60 years and over,Male,Number,10839.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,60 years and over,Female,Number,6861.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,All ages,Both sexes,Number,232098.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,All ages,Male,Number,121259.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W34,All ages,Female,Number,110839.0,2020W34-1,2020-08-24
Persons in receipt of the Pandemic Unemployment Payment,2020W35,Under 20 years,Both sexes,Number,9315.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,Under 20 years,Male,Number,4663.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,Under 20 years,Female,Number,4652.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,20 - 24 years,Both sexes,Number,37459.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,20 - 24 years,Male,Number,19480.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,20 - 24 years,Female,Number,17979.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,25 - 34 years,Both sexes,Number,51407.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,25 - 34 years,Male,Number,26701.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,25 - 34 years,Female,Number,24706.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,35 - 44 years,Both sexes,Number,50570.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,35 - 44 years,Male,Number,24742.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,35 - 44 years,Female,Number,25828.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,45 - 54 years,Both sexes,Number,42882.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,45 - 54 years,Male,Number,22407.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,45 - 54 years,Female,Number,20475.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,55 - 59 years,Both sexes,Number,17939.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,55 - 59 years,Male,Number,10116.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,55 - 59 years,Female,Number,7823.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,60 years and over,Both sexes,Number,17182.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,60 years and over,Male,Number,10539.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,60 years and over,Female,Number,6643.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,All ages,Both sexes,Number,226754.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,All ages,Male,Number,118648.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W35,All ages,Female,Number,108106.0,2020W35-1,2020-08-31
Persons in receipt of the Pandemic Unemployment Payment,2020W36,Under 20 years,Both sexes,Number,8659.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,Under 20 years,Male,Number,4351.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,Under 20 years,Female,Number,4308.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,20 - 24 years,Both sexes,Number,36906.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,20 - 24 years,Male,Number,19321.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,20 - 24 years,Female,Number,17585.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,25 - 34 years,Both sexes,Number,50497.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,25 - 34 years,Male,Number,26494.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,25 - 34 years,Female,Number,24003.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,35 - 44 years,Both sexes,Number,49633.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,35 - 44 years,Male,Number,24498.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,35 - 44 years,Female,Number,25135.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,45 - 54 years,Both sexes,Number,41869.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,45 - 54 years,Male,Number,22052.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,45 - 54 years,Female,Number,19817.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,55 - 59 years,Both sexes,Number,17546.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,55 - 59 years,Male,Number,9898.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,55 - 59 years,Female,Number,7648.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,60 years and over,Both sexes,Number,16995.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,60 years and over,Male,Number,10436.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,60 years and over,Female,Number,6559.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,All ages,Both sexes,Number,222105.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,All ages,Male,Number,117050.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W36,All ages,Female,Number,105055.0,2020W36-1,2020-09-07
Persons in receipt of the Pandemic Unemployment Payment,2020W37,Under 20 years,Both sexes,Number,8612.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,Under 20 years,Male,Number,4359.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,Under 20 years,Female,Number,4253.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,20 - 24 years,Both sexes,Number,35874.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,20 - 24 years,Male,Number,19072.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,20 - 24 years,Female,Number,16802.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,25 - 34 years,Both sexes,Number,48777.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,25 - 34 years,Male,Number,26117.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,25 - 34 years,Female,Number,22660.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,35 - 44 years,Both sexes,Number,47461.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,35 - 44 years,Male,Number,24027.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,35 - 44 years,Female,Number,23434.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,45 - 54 years,Both sexes,Number,39661.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,45 - 54 years,Male,Number,21388.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,45 - 54 years,Female,Number,18273.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,55 - 59 years,Both sexes,Number,16555.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,55 - 59 years,Male,Number,9408.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,55 - 59 years,Female,Number,7147.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,60 years and over,Both sexes,Number,15886.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,60 years and over,Male,Number,9695.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,60 years and over,Female,Number,6191.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,All ages,Both sexes,Number,212826.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,All ages,Male,Number,114066.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W37,All ages,Female,Number,98760.0,2020W37-1,2020-09-14
Persons in receipt of the Pandemic Unemployment Payment,2020W38,Under 20 years,Both sexes,Number,8708.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,Under 20 years,Male,Number,4393.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,Under 20 years,Female,Number,4315.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,20 - 24 years,Both sexes,Number,35495.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,20 - 24 years,Male,Number,19000.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,20 - 24 years,Female,Number,16495.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,25 - 34 years,Both sexes,Number,48480.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,25 - 34 years,Male,Number,26074.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,25 - 34 years,Female,Number,22406.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,35 - 44 years,Both sexes,Number,46797.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,35 - 44 years,Male,Number,23920.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,35 - 44 years,Female,Number,22877.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,45 - 54 years,Both sexes,Number,38923.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,45 - 54 years,Male,Number,21160.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,45 - 54 years,Female,Number,17763.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,55 - 59 years,Both sexes,Number,16179.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,55 - 59 years,Male,Number,9211.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,55 - 59 years,Female,Number,6968.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,60 years and over,Both sexes,Number,15529.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,60 years and over,Male,Number,9456.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,60 years and over,Female,Number,6073.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,All ages,Both sexes,Number,210111.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,All ages,Male,Number,113214.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W38,All ages,Female,Number,96897.0,2020W38-1,2020-09-21
Persons in receipt of the Pandemic Unemployment Payment,2020W39,Under 20 years,Both sexes,Number,9771.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,Under 20 years,Male,Number,4777.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,Under 20 years,Female,Number,4994.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,20 - 24 years,Both sexes,Number,37721.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,20 - 24 years,Male,Number,20063.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,20 - 24 years,Female,Number,17658.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,25 - 34 years,Both sexes,Number,50744.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,25 - 34 years,Male,Number,27634.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,25 - 34 years,Female,Number,23110.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,35 - 44 years,Both sexes,Number,47835.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,35 - 44 years,Male,Number,24939.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,35 - 44 years,Female,Number,22896.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,45 - 54 years,Both sexes,Number,39266.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,45 - 54 years,Male,Number,21579.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,45 - 54 years,Female,Number,17687.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,55 - 59 years,Both sexes,Number,16174.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,55 - 59 years,Male,Number,9267.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,55 - 59 years,Female,Number,6907.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,60 years and over,Both sexes,Number,15491.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,60 years and over,Male,Number,9473.0,2020W39-1,2020-09-28
Persons in receipt of the Pandemic Unemployment Payment,2020W39,60 years and over,Female,Number,6018.0,2020W39-1,2020-09-28
