Statistic,Date2,County,UNIT,VALUE,Date
Staying Local Indicator,2020 March 26,Donegal,%,54.8,26/03/2020
Staying Local Indicator,2020 March 26,Leitrim,%,53.1,26/03/2020
Staying Local Indicator,2020 March 26,Louth,%,66.7,26/03/2020
Staying Local Indicator,2020 March 26,Monaghan,%,57.5,26/03/2020
Staying Local Indicator,2020 March 26,Sligo,%,54.4,26/03/2020
Staying Local Indicator,2020 March 26,Laois,%,55.9,26/03/2020
Staying Local Indicator,2020 March 26,Longford,%,54.3,26/03/2020
Staying Local Indicator,2020 March 26,Offaly,%,54.3,26/03/2020
Staying Local Indicator,2020 March 26,Westmeath,%,61.8,26/03/2020
Staying Local Indicator,2020 March 26,Mayo,%,50.8,26/03/2020
Staying Local Indicator,2020 March 26,Roscommon,%,52.3,26/03/2020
Staying Local Indicator,2020 March 26,Dublin,%,78.9,26/03/2020
Staying Local Indicator,2020 March 26,Kildare,%,62.4,26/03/2020
Staying Local Indicator,2020 March 26,Meath,%,63.2,26/03/2020
Staying Local Indicator,2020 March 26,Wicklow,%,66.2,26/03/2020
Staying Local Indicator,2020 March 26,Clare,%,56.7,26/03/2020
Staying Local Indicator,2020 March 26,Carlow,%,50.8,26/03/2020
Staying Local Indicator,2020 March 26,Kilkenny,%,60.3,26/03/2020
Staying Local Indicator,2020 March 26,Tipperary,%,54.6,26/03/2020
Staying Local Indicator,2020 March 26,Wexford,%,56.6,26/03/2020
Staying Local Indicator,2020 March 26,Kerry,%,56.7,26/03/2020
Staying Local Indicator,2020 March 26,Cork,%,63.2,26/03/2020
Staying Local Indicator,2020 March 26,Galway,%,58.3,26/03/2020
Staying Local Indicator,2020 March 26,Limerick,%,63,26/03/2020
Staying Local Indicator,2020 March 26,Waterford,%,64.3,26/03/2020
Staying Local Indicator,2020 March 27,State,%,65.1,27/03/2020
Staying Local Indicator,2020 March 27,Cavan,%,56.6,27/03/2020
Staying Local Indicator,2020 March 27,Donegal,%,55.1,27/03/2020
Staying Local Indicator,2020 March 27,Leitrim,%,53,27/03/2020
Staying Local Indicator,2020 March 27,Louth,%,67,27/03/2020
Staying Local Indicator,2020 March 27,Monaghan,%,57.8,27/03/2020
Staying Local Indicator,2020 March 27,Sligo,%,54.5,27/03/2020
Staying Local Indicator,2020 March 27,Laois,%,56,27/03/2020
Staying Local Indicator,2020 March 27,Longford,%,54.2,27/03/2020
Staying Local Indicator,2020 March 27,Offaly,%,54.5,27/03/2020
Staying Local Indicator,2020 March 27,Westmeath,%,61.9,27/03/2020
Staying Local Indicator,2020 March 27,Mayo,%,50.8,27/03/2020
Staying Local Indicator,2020 March 27,Roscommon,%,52.1,27/03/2020
Staying Local Indicator,2020 March 27,Dublin,%,79.2,27/03/2020
Staying Local Indicator,2020 March 27,Kildare,%,62.6,27/03/2020
Staying Local Indicator,2020 March 27,Meath,%,63.5,27/03/2020
Staying Local Indicator,2020 March 27,Wicklow,%,66.5,27/03/2020
Staying Local Indicator,2020 March 27,Clare,%,57,27/03/2020
Staying Local Indicator,2020 March 27,Carlow,%,50.6,27/03/2020
Staying Local Indicator,2020 March 27,Kilkenny,%,60.4,27/03/2020
Staying Local Indicator,2020 March 27,Tipperary,%,54.7,27/03/2020
Staying Local Indicator,2020 March 27,Wexford,%,56.7,27/03/2020
Staying Local Indicator,2020 March 27,Kerry,%,56.7,27/03/2020
Staying Local Indicator,2020 March 27,Cork,%,63.1,27/03/2020
Staying Local Indicator,2020 March 27,Galway,%,58.3,27/03/2020
Staying Local Indicator,2020 March 27,Limerick,%,63,27/03/2020
Staying Local Indicator,2020 March 27,Waterford,%,64.2,27/03/2020
Staying Local Indicator,2020 March 28,State,%,65.5,28/03/2020
Staying Local Indicator,2020 March 28,Cavan,%,56.8,28/03/2020
Staying Local Indicator,2020 March 28,Donegal,%,55.4,28/03/2020
Staying Local Indicator,2020 March 28,Leitrim,%,53.4,28/03/2020
Staying Local Indicator,2020 March 28,Louth,%,67.4,28/03/2020
Staying Local Indicator,2020 March 28,Monaghan,%,58.1,28/03/2020
Staying Local Indicator,2020 March 28,Sligo,%,54.7,28/03/2020
Staying Local Indicator,2020 March 28,Laois,%,56.6,28/03/2020
Staying Local Indicator,2020 March 28,Longford,%,54.3,28/03/2020
Staying Local Indicator,2020 March 28,Offaly,%,54.9,28/03/2020
Staying Local Indicator,2020 March 28,Westmeath,%,62.3,28/03/2020
Staying Local Indicator,2020 March 28,Mayo,%,50.6,28/03/2020
Staying Local Indicator,2020 March 28,Roscommon,%,52.3,28/03/2020
Staying Local Indicator,2020 March 28,Dublin,%,79.8,28/03/2020
Staying Local Indicator,2020 March 28,Kildare,%,63.3,28/03/2020
Staying Local Indicator,2020 March 28,Meath,%,64.3,28/03/2020
Staying Local Indicator,2020 March 28,Wicklow,%,67.4,28/03/2020
Staying Local Indicator,2020 March 28,Clare,%,57.2,28/03/2020
Staying Local Indicator,2020 March 28,Carlow,%,50.7,28/03/2020
Staying Local Indicator,2020 March 28,Kilkenny,%,61,28/03/2020
Staying Local Indicator,2020 March 28,Tipperary,%,55,28/03/2020
Staying Local Indicator,2020 March 28,Wexford,%,57.3,28/03/2020
Staying Local Indicator,2020 March 28,Kerry,%,56.8,28/03/2020
Staying Local Indicator,2020 March 28,Cork,%,63.5,28/03/2020
Staying Local Indicator,2020 March 28,Galway,%,58.2,28/03/2020
Staying Local Indicator,2020 March 28,Limerick,%,63.2,28/03/2020
Staying Local Indicator,2020 March 28,Waterford,%,64.6,28/03/2020
Staying Local Indicator,2020 March 29,State,%,67.3,29/03/2020
Staying Local Indicator,2020 March 29,Cavan,%,58.3,29/03/2020
Staying Local Indicator,2020 March 29,Donegal,%,57.5,29/03/2020
Staying Local Indicator,2020 March 29,Leitrim,%,54.8,29/03/2020
Staying Local Indicator,2020 March 29,Louth,%,69.1,29/03/2020
Staying Local Indicator,2020 March 29,Monaghan,%,59.6,29/03/2020
Staying Local Indicator,2020 March 29,Sligo,%,56.1,29/03/2020
Staying Local Indicator,2020 March 29,Laois,%,58.3,29/03/2020
Staying Local Indicator,2020 March 29,Longford,%,55.4,29/03/2020
Staying Local Indicator,2020 March 29,Offaly,%,56.6,29/03/2020
Staying Local Indicator,2020 March 29,Westmeath,%,63.8,29/03/2020
Staying Local Indicator,2020 March 29,Mayo,%,51.9,29/03/2020
Staying Local Indicator,2020 March 29,Roscommon,%,53.5,29/03/2020
Staying Local Indicator,2020 March 29,Dublin,%,81.3,29/03/2020
Staying Local Indicator,2020 March 29,Kildare,%,65.3,29/03/2020
Staying Local Indicator,2020 March 29,Meath,%,66.5,29/03/2020
Staying Local Indicator,2020 March 29,Wicklow,%,69.5,29/03/2020
Staying Local Indicator,2020 March 29,Clare,%,58.9,29/03/2020
Staying Local Indicator,2020 March 29,Carlow,%,52.4,29/03/2020
Staying Local Indicator,2020 March 29,Kilkenny,%,63.1,29/03/2020
Staying Local Indicator,2020 March 29,Tipperary,%,56.8,29/03/2020
Staying Local Indicator,2020 March 29,Wexford,%,59.3,29/03/2020
Staying Local Indicator,2020 March 29,Kerry,%,58.5,29/03/2020
Staying Local Indicator,2020 March 29,Cork,%,65.6,29/03/2020
Staying Local Indicator,2020 March 29,Galway,%,59.7,29/03/2020
Staying Local Indicator,2020 March 29,Limerick,%,64.8,29/03/2020
Staying Local Indicator,2020 March 29,Waterford,%,66.7,29/03/2020
Staying Local Indicator,2020 March 30,State,%,68.1,30/03/2020
Staying Local Indicator,2020 March 30,Cavan,%,59.3,30/03/2020
Staying Local Indicator,2020 March 30,Donegal,%,58.4,30/03/2020
Staying Local Indicator,2020 March 30,Leitrim,%,55.5,30/03/2020
Staying Local Indicator,2020 March 30,Louth,%,70.1,30/03/2020
Staying Local Indicator,2020 March 30,Monaghan,%,60.7,30/03/2020
Staying Local Indicator,2020 March 30,Sligo,%,56.8,30/03/2020
Staying Local Indicator,2020 March 30,Laois,%,59.6,30/03/2020
Staying Local Indicator,2020 March 30,Longford,%,56.4,30/03/2020
Staying Local Indicator,2020 March 30,Offaly,%,57.6,30/03/2020
Staying Local Indicator,2020 March 30,Westmeath,%,64.8,30/03/2020
Staying Local Indicator,2020 March 30,Mayo,%,52.4,30/03/2020
Staying Local Indicator,2020 March 30,Roscommon,%,54.4,30/03/2020
Staying Local Indicator,2020 March 30,Dublin,%,82,30/03/2020
Staying Local Indicator,2020 March 30,Kildare,%,66.6,30/03/2020
Staying Local Indicator,2020 March 30,Meath,%,67.8,30/03/2020
Staying Local Indicator,2020 March 30,Wicklow,%,70.8,30/03/2020
Staying Local Indicator,2020 March 30,Clare,%,59.7,30/03/2020
Staying Local Indicator,2020 March 30,Carlow,%,53.6,30/03/2020
Staying Local Indicator,2020 March 30,Kilkenny,%,64.2,30/03/2020
Staying Local Indicator,2020 March 30,Tipperary,%,57.9,30/03/2020
Staying Local Indicator,2020 March 30,Wexford,%,60.4,30/03/2020
Staying Local Indicator,2020 March 30,Kerry,%,59.4,30/03/2020
Staying Local Indicator,2020 March 30,Cork,%,66.6,30/03/2020
Staying Local Indicator,2020 March 30,Galway,%,60.3,30/03/2020
Staying Local Indicator,2020 March 30,Limerick,%,65.4,30/03/2020
Staying Local Indicator,2020 March 30,Waterford,%,67.7,30/03/2020
Staying Local Indicator,2020 March 31,State,%,69.2,31/03/2020
Staying Local Indicator,2020 March 31,Cavan,%,60.5,31/03/2020
Staying Local Indicator,2020 March 31,Donegal,%,59.5,31/03/2020
Staying Local Indicator,2020 March 31,Leitrim,%,56.5,31/03/2020
Staying Local Indicator,2020 March 31,Louth,%,71.2,31/03/2020
Staying Local Indicator,2020 March 31,Monaghan,%,61.9,31/03/2020
Staying Local Indicator,2020 March 31,Sligo,%,57.7,31/03/2020
Staying Local Indicator,2020 March 31,Laois,%,61,31/03/2020
Staying Local Indicator,2020 March 31,Longford,%,57.8,31/03/2020
Staying Local Indicator,2020 March 31,Offaly,%,58.7,31/03/2020
Staying Local Indicator,2020 March 31,Westmeath,%,65.9,31/03/2020
Staying Local Indicator,2020 March 31,Mayo,%,53,31/03/2020
Staying Local Indicator,2020 March 31,Roscommon,%,55.2,31/03/2020
Staying Local Indicator,2020 March 31,Dublin,%,82.9,31/03/2020
Staying Local Indicator,2020 March 31,Kildare,%,67.9,31/03/2020
Staying Local Indicator,2020 March 31,Meath,%,69.3,31/03/2020
Staying Local Indicator,2020 March 31,Wicklow,%,72.2,31/03/2020
Staying Local Indicator,2020 March 31,Clare,%,60.7,31/03/2020
Staying Local Indicator,2020 March 31,Carlow,%,54.7,31/03/2020
Staying Local Indicator,2020 March 31,Kilkenny,%,65.5,31/03/2020
Staying Local Indicator,2020 March 31,Tipperary,%,59,31/03/2020
Staying Local Indicator,2020 March 31,Wexford,%,61.6,31/03/2020
Staying Local Indicator,2020 March 31,Kerry,%,60.4,31/03/2020
Staying Local Indicator,2020 March 31,Cork,%,67.7,31/03/2020
Staying Local Indicator,2020 March 31,Galway,%,61.1,31/03/2020
Staying Local Indicator,2020 March 31,Limerick,%,66.3,31/03/2020
Staying Local Indicator,2020 March 31,Waterford,%,68.7,31/03/2020
Staying Local Indicator,2020 April 01,State,%,70.4,01/04/2020
Staying Local Indicator,2020 April 01,Cavan,%,61.8,01/04/2020
Staying Local Indicator,2020 April 01,Donegal,%,60.6,01/04/2020
Staying Local Indicator,2020 April 01,Leitrim,%,57.6,01/04/2020
Staying Local Indicator,2020 April 01,Louth,%,72.3,01/04/2020
Staying Local Indicator,2020 April 01,Monaghan,%,63.3,01/04/2020
Staying Local Indicator,2020 April 01,Sligo,%,59,01/04/2020
Staying Local Indicator,2020 April 01,Laois,%,62.6,01/04/2020
Staying Local Indicator,2020 April 01,Longford,%,59.2,01/04/2020
Staying Local Indicator,2020 April 01,Offaly,%,60.4,01/04/2020
Staying Local Indicator,2020 April 01,Westmeath,%,67.8,01/04/2020
Staying Local Indicator,2020 April 01,Mayo,%,53.9,01/04/2020
Staying Local Indicator,2020 April 01,Roscommon,%,56.7,01/04/2020
Staying Local Indicator,2020 April 01,Dublin,%,83.9,01/04/2020
Staying Local Indicator,2020 April 01,Kildare,%,69.8,01/04/2020
Staying Local Indicator,2020 April 01,Meath,%,71,01/04/2020
Staying Local Indicator,2020 April 01,Wicklow,%,74,01/04/2020
Staying Local Indicator,2020 April 01,Clare,%,61.8,01/04/2020
Staying Local Indicator,2020 April 01,Carlow,%,55.9,01/04/2020
Staying Local Indicator,2020 April 01,Kilkenny,%,66.3,01/04/2020
Staying Local Indicator,2020 April 01,Tipperary,%,60.3,01/04/2020
Staying Local Indicator,2020 April 01,Wexford,%,63.2,01/04/2020
Staying Local Indicator,2020 April 01,Kerry,%,61.7,01/04/2020
Staying Local Indicator,2020 April 01,Cork,%,68.8,01/04/2020
Staying Local Indicator,2020 April 01,Galway,%,62.1,01/04/2020
Staying Local Indicator,2020 April 01,Limerick,%,67.3,01/04/2020
Staying Local Indicator,2020 April 01,Waterford,%,70,01/04/2020
Staying Local Indicator,2020 April 02,State,%,71.9,02/04/2020
Staying Local Indicator,2020 April 02,Cavan,%,63.4,02/04/2020
Staying Local Indicator,2020 April 02,Donegal,%,62,02/04/2020
Staying Local Indicator,2020 April 02,Leitrim,%,59.1,02/04/2020
Staying Local Indicator,2020 April 02,Louth,%,73.6,02/04/2020
Staying Local Indicator,2020 April 02,Monaghan,%,64.6,02/04/2020
Staying Local Indicator,2020 April 02,Sligo,%,60.5,02/04/2020
Staying Local Indicator,2020 April 02,Laois,%,64.4,02/04/2020
Staying Local Indicator,2020 April 02,Longford,%,60.9,02/04/2020
Staying Local Indicator,2020 April 02,Offaly,%,62.1,02/04/2020
Staying Local Indicator,2020 April 02,Westmeath,%,69.8,02/04/2020
Staying Local Indicator,2020 April 02,Mayo,%,55.3,02/04/2020
Staying Local Indicator,2020 April 02,Roscommon,%,58.6,02/04/2020
Staying Local Indicator,2020 April 02,Dublin,%,85.1,02/04/2020
Staying Local Indicator,2020 April 02,Kildare,%,71.9,02/04/2020
Staying Local Indicator,2020 April 02,Meath,%,72.9,02/04/2020
Staying Local Indicator,2020 April 02,Wicklow,%,75.8,02/04/2020
Staying Local Indicator,2020 April 02,Clare,%,63.2,02/04/2020
Staying Local Indicator,2020 April 02,Carlow,%,57.3,02/04/2020
Staying Local Indicator,2020 April 02,Kilkenny,%,67.7,02/04/2020
Staying Local Indicator,2020 April 02,Tipperary,%,61.7,02/04/2020
Staying Local Indicator,2020 April 02,Wexford,%,65,02/04/2020
Staying Local Indicator,2020 April 02,Kerry,%,63.6,02/04/2020
Staying Local Indicator,2020 April 02,Cork,%,70.3,02/04/2020
Staying Local Indicator,2020 April 02,Galway,%,63.5,02/04/2020
Staying Local Indicator,2020 April 02,Limerick,%,68.6,02/04/2020
Staying Local Indicator,2020 April 02,Waterford,%,71.4,02/04/2020
Staying Local Indicator,2020 April 03,State,%,73.3,03/04/2020
Staying Local Indicator,2020 April 03,Cavan,%,64.9,03/04/2020
Staying Local Indicator,2020 April 03,Donegal,%,63.5,03/04/2020
Staying Local Indicator,2020 April 03,Leitrim,%,60.7,03/04/2020
Staying Local Indicator,2020 April 03,Louth,%,74.8,03/04/2020
Staying Local Indicator,2020 April 03,Monaghan,%,66.1,03/04/2020
Staying Local Indicator,2020 April 03,Sligo,%,62.2,03/04/2020
Staying Local Indicator,2020 April 03,Laois,%,65.9,03/04/2020
Staying Local Indicator,2020 April 03,Longford,%,62.5,03/04/2020
Staying Local Indicator,2020 April 03,Offaly,%,63.6,03/04/2020
Staying Local Indicator,2020 April 03,Westmeath,%,71.8,03/04/2020
Staying Local Indicator,2020 April 03,Mayo,%,56.7,03/04/2020
Staying Local Indicator,2020 April 03,Roscommon,%,60.5,03/04/2020
Staying Local Indicator,2020 April 03,Dublin,%,86.1,03/04/2020
Staying Local Indicator,2020 April 03,Kildare,%,74,03/04/2020
Staying Local Indicator,2020 April 03,Meath,%,74.7,03/04/2020
Staying Local Indicator,2020 April 03,Wicklow,%,77.4,03/04/2020
Staying Local Indicator,2020 April 03,Clare,%,64.6,03/04/2020
Staying Local Indicator,2020 April 03,Carlow,%,58.8,03/04/2020
Staying Local Indicator,2020 April 03,Kilkenny,%,69.1,03/04/2020
Staying Local Indicator,2020 April 03,Tipperary,%,63.1,03/04/2020
Staying Local Indicator,2020 April 03,Wexford,%,66.6,03/04/2020
Staying Local Indicator,2020 April 03,Kerry,%,65.3,03/04/2020
Staying Local Indicator,2020 April 03,Cork,%,71.9,03/04/2020
Staying Local Indicator,2020 April 03,Galway,%,64.9,03/04/2020
Staying Local Indicator,2020 April 03,Limerick,%,69.9,03/04/2020
Staying Local Indicator,2020 April 03,Waterford,%,72.8,03/04/2020
Staying Local Indicator,2020 April 04,State,%,74,04/04/2020
Staying Local Indicator,2020 April 04,Cavan,%,65.9,04/04/2020
Staying Local Indicator,2020 April 04,Donegal,%,64.1,04/04/2020
Staying Local Indicator,2020 April 04,Leitrim,%,61.4,04/04/2020
Staying Local Indicator,2020 April 04,Louth,%,75.2,04/04/2020
Staying Local Indicator,2020 April 04,Monaghan,%,66.7,04/04/2020
Staying Local Indicator,2020 April 04,Sligo,%,63.2,04/04/2020
Staying Local Indicator,2020 April 04,Laois,%,66.6,04/04/2020
Staying Local Indicator,2020 April 04,Longford,%,64,04/04/2020
Staying Local Indicator,2020 April 04,Offaly,%,64.4,04/04/2020
Staying Local Indicator,2020 April 04,Westmeath,%,73,04/04/2020
Staying Local Indicator,2020 April 04,Mayo,%,57.6,04/04/2020
Staying Local Indicator,2020 April 04,Roscommon,%,61.6,04/04/2020
Staying Local Indicator,2020 April 04,Dublin,%,86.7,04/04/2020
Staying Local Indicator,2020 April 04,Kildare,%,75,04/04/2020
Staying Local Indicator,2020 April 04,Meath,%,75.4,04/04/2020
Staying Local Indicator,2020 April 04,Wicklow,%,78,04/04/2020
Staying Local Indicator,2020 April 04,Clare,%,65.1,04/04/2020
Staying Local Indicator,2020 April 04,Carlow,%,59.3,04/04/2020
Staying Local Indicator,2020 April 04,Kilkenny,%,69.4,04/04/2020
Staying Local Indicator,2020 April 04,Tipperary,%,63.6,04/04/2020
Staying Local Indicator,2020 April 04,Wexford,%,67.3,04/04/2020
Staying Local Indicator,2020 April 04,Kerry,%,66,04/04/2020
Staying Local Indicator,2020 April 04,Cork,%,72.5,04/04/2020
Staying Local Indicator,2020 April 04,Galway,%,65.7,04/04/2020
Staying Local Indicator,2020 April 04,Limerick,%,70.5,04/04/2020
Staying Local Indicator,2020 April 04,Waterford,%,73.3,04/04/2020
Staying Local Indicator,2020 April 05,State,%,74.6,05/04/2020
Staying Local Indicator,2020 April 05,Cavan,%,66.7,05/04/2020
Staying Local Indicator,2020 April 05,Donegal,%,64.6,05/04/2020
Staying Local Indicator,2020 April 05,Leitrim,%,62.3,05/04/2020
Staying Local Indicator,2020 April 05,Louth,%,75.5,05/04/2020
Staying Local Indicator,2020 April 05,Monaghan,%,67.3,05/04/2020
Staying Local Indicator,2020 April 05,Sligo,%,64.3,05/04/2020
Staying Local Indicator,2020 April 05,Laois,%,67.3,05/04/2020
Staying Local Indicator,2020 April 05,Longford,%,65.3,05/04/2020
Staying Local Indicator,2020 April 05,Offaly,%,65.3,05/04/2020
Staying Local Indicator,2020 April 05,Westmeath,%,74.2,05/04/2020
Staying Local Indicator,2020 April 05,Mayo,%,58.5,05/04/2020
Staying Local Indicator,2020 April 05,Roscommon,%,62.8,05/04/2020
Staying Local Indicator,2020 April 05,Dublin,%,87.2,05/04/2020
Staying Local Indicator,2020 April 05,Kildare,%,75.8,05/04/2020
Staying Local Indicator,2020 April 05,Meath,%,76,05/04/2020
Staying Local Indicator,2020 April 05,Wicklow,%,78.4,05/04/2020
Staying Local Indicator,2020 April 05,Clare,%,65.9,05/04/2020
Staying Local Indicator,2020 April 05,Carlow,%,59.9,05/04/2020
Staying Local Indicator,2020 April 05,Kilkenny,%,70,05/04/2020
Staying Local Indicator,2020 April 05,Tipperary,%,64.3,05/04/2020
Staying Local Indicator,2020 April 05,Wexford,%,67.9,05/04/2020
Staying Local Indicator,2020 April 05,Kerry,%,67,05/04/2020
Staying Local Indicator,2020 April 05,Cork,%,73.2,05/04/2020
Staying Local Indicator,2020 April 05,Galway,%,66.5,05/04/2020
Staying Local Indicator,2020 April 05,Limerick,%,71.2,05/04/2020
Staying Local Indicator,2020 April 05,Waterford,%,73.9,05/04/2020
Staying Local Indicator,2020 April 06,State,%,75.1,06/04/2020
Staying Local Indicator,2020 April 06,Cavan,%,67.4,06/04/2020
Staying Local Indicator,2020 April 06,Donegal,%,64.9,06/04/2020
Staying Local Indicator,2020 April 06,Leitrim,%,62.9,06/04/2020
Staying Local Indicator,2020 April 06,Louth,%,75.7,06/04/2020
Staying Local Indicator,2020 April 06,Monaghan,%,67.6,06/04/2020
Staying Local Indicator,2020 April 06,Sligo,%,65.3,06/04/2020
Staying Local Indicator,2020 April 06,Laois,%,67.7,06/04/2020
Staying Local Indicator,2020 April 06,Longford,%,66.2,06/04/2020
Staying Local Indicator,2020 April 06,Offaly,%,66.1,06/04/2020
Staying Local Indicator,2020 April 06,Westmeath,%,75.5,06/04/2020
Staying Local Indicator,2020 April 06,Mayo,%,59.1,06/04/2020
Staying Local Indicator,2020 April 06,Roscommon,%,64.1,06/04/2020
Staying Local Indicator,2020 April 06,Dublin,%,87.6,06/04/2020
