"Statistic","Week","Age Group","Sex","UNIT","VALUE"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","35 - 44 years","Male","Number","24498"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","35 - 44 years","Female","Number","25135"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","45 - 54 years","Both sexes","Number","41869"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","45 - 54 years","Male","Number","22052"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","45 - 54 years","Female","Number","19817"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","55 - 59 years","Both sexes","Number","17546"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","55 - 59 years","Male","Number","9898"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","55 - 59 years","Female","Number","7648"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","60 years and over","Both sexes","Number","16995"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","60 years and over","Male","Number","10436"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","60 years and over","Female","Number","6559"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","All ages","Both sexes","Number","222105"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","All ages","Male","Number","117050"
"Persons in receipt of the Pandemic Unemployment Payment","2020W36","All ages","Female","Number","105055"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","Under 20 years","Both sexes","Number","8612"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","Under 20 years","Male","Number","4359"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","Under 20 years","Female","Number","4253"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","20 - 24 years","Both sexes","Number","35874"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","20 - 24 years","Male","Number","19072"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","20 - 24 years","Female","Number","16802"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","25 - 34 years","Both sexes","Number","48777"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","25 - 34 years","Male","Number","26117"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","25 - 34 years","Female","Number","22660"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","35 - 44 years","Both sexes","Number","47461"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","35 - 44 years","Male","Number","24027"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","35 - 44 years","Female","Number","23434"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","45 - 54 years","Both sexes","Number","39661"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","45 - 54 years","Male","Number","21388"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","45 - 54 years","Female","Number","18273"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","55 - 59 years","Both sexes","Number","16555"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","55 - 59 years","Male","Number","9408"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","55 - 59 years","Female","Number","7147"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","60 years and over","Both sexes","Number","15886"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","60 years and over","Male","Number","9695"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","60 years and over","Female","Number","6191"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","All ages","Both sexes","Number","212826"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","All ages","Male","Number","114066"
"Persons in receipt of the Pandemic Unemployment Payment","2020W37","All ages","Female","Number","98760"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","Under 20 years","Both sexes","Number","8708"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","Under 20 years","Male","Number","4393"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","Under 20 years","Female","Number","4315"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","20 - 24 years","Both sexes","Number","35495"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","20 - 24 years","Male","Number","19000"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","20 - 24 years","Female","Number","16495"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","25 - 34 years","Both sexes","Number","48480"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","25 - 34 years","Male","Number","26074"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","25 - 34 years","Female","Number","22406"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","35 - 44 years","Both sexes","Number","46797"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","35 - 44 years","Male","Number","23920"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","35 - 44 years","Female","Number","22877"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","45 - 54 years","Both sexes","Number","38923"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","45 - 54 years","Male","Number","21160"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","45 - 54 years","Female","Number","17763"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","55 - 59 years","Both sexes","Number","16179"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","55 - 59 years","Male","Number","9211"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","55 - 59 years","Female","Number","6968"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","60 years and over","Both sexes","Number","15529"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","60 years and over","Male","Number","9456"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","60 years and over","Female","Number","6073"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","All ages","Both sexes","Number","210111"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","All ages","Male","Number","113214"
"Persons in receipt of the Pandemic Unemployment Payment","2020W38","All ages","Female","Number","96897"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","Under 20 years","Both sexes","Number","9771"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","Under 20 years","Male","Number","4777"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","Under 20 years","Female","Number","4994"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","20 - 24 years","Both sexes","Number","37721"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","20 - 24 years","Male","Number","20063"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","20 - 24 years","Female","Number","17658"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","25 - 34 years","Both sexes","Number","50744"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","25 - 34 years","Male","Number","27634"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","25 - 34 years","Female","Number","23110"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","35 - 44 years","Both sexes","Number","47835"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","35 - 44 years","Male","Number","24939"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","35 - 44 years","Female","Number","22896"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","45 - 54 years","Both sexes","Number","39266"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","45 - 54 years","Male","Number","21579"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","45 - 54 years","Female","Number","17687"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","55 - 59 years","Both sexes","Number","16174"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","55 - 59 years","Male","Number","9267"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","55 - 59 years","Female","Number","6907"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","60 years and over","Both sexes","Number","15491"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","60 years and over","Male","Number","9473"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","60 years and over","Female","Number","6018"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","All ages","Both sexes","Number","217002"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","All ages","Male","Number","117732"
"Persons in receipt of the Pandemic Unemployment Payment","2020W39","All ages","Female","Number","99270"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","Under 20 years","Both sexes","Number","9768"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","Under 20 years","Male","Number","4677"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","Under 20 years","Female","Number","5091"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","20 - 24 years","Both sexes","Number","38010"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","20 - 24 years","Male","Number","20031"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","20 - 24 years","Female","Number","17979"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","25 - 34 years","Both sexes","Number","50125"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","25 - 34 years","Male","Number","27213"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","25 - 34 years","Female","Number","22912"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","35 - 44 years","Both sexes","Number","46758"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","35 - 44 years","Male","Number","24130"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","35 - 44 years","Female","Number","22628"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","45 - 54 years","Both sexes","Number","38153"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","45 - 54 years","Male","Number","20794"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","45 - 54 years","Female","Number","17359"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","55 - 59 years","Both sexes","Number","15489"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","55 - 59 years","Male","Number","8798"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","55 - 59 years","Female","Number","6691"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","60 years and over","Both sexes","Number","15034"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","60 years and over","Male","Number","9176"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","60 years and over","Female","Number","5858"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","All ages","Both sexes","Number","213337"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","All ages","Male","Number","114819"
"Persons in receipt of the Pandemic Unemployment Payment","2020W40","All ages","Female","Number","98518"
"Persons in receipt of the Pandemic Unemployment Payment","2020W41","Under 20 years","Both sexes","Number","14418"
